postcode,tax_individuals,medicare_levy_surcharge_num,govt_allow_payments_num,govt_pensions_allow_num,private_health_num
3698,,,,,
3699,,,,,
3700,,,,,
3701,,,,,
3705,,,,,
3707,,,,,
3709,,,,,
3711,,,,,
3712,,,,,
3713,,,,,
3714,,,,,
3715,,,,,
3717,,,,,
3718,,,,,
3719,,,,,
3720,,,,,
3722,,,,,
3723,,,,,
3725,,,,,
3726,,,,,
3727,,,,,
3728,,,,,
3730,,,,,
3732,,,,,
3733,,,,,
3735,,,,,
3737,,,,,
3738,,,,,
3739,,,,,
3740,,,,,
3741,,,,,
3744,,,,,
3746,,,,,
3747,,,,,
3749,,,,,
3750,,,,,
3751,,,,,
3752,,,,,
3753,,,,,
3754,,,,,
3755,,,,,
3756,,,,,
3757,,,,,
3758,,,,,
3759,,,,,
3760,,,,,
3761,,,,,
3762,,,,,
3763,,,,,
3764,,,,,
3765,,,,,
3766,,,,,
3767,,,,,
3770,,,,,
3775,,,,,
3777,,,,,
3778,,,,,
3779,,,,,
3781,,,,,
3782,,,,,
3783,,,,,
3786,,,,,
3787,,,,,
3788,,,,,
3789,,,,,
3791,,,,,
3792,,,,,
3793,,,,,
3795,,,,,
3796,,,,,
3797,,,,,
3799,,,,,
3800,,,,,
3802,,,,,
3803,,,,,
3804,,,,,
3805,,,,,
3806,,,,,
3807,,,,,
3808,,,,,
3809,,,,,
3810,,,,,
3812,,,,,
3813,,,,,
3814,,,,,
3815,,,,,
3816,,,,,
3818,,,,,
3820,,,,,
3821,,,,,
3822,,,,,
3823,,,,,
3824,,,,,
3825,,,,,
3831,,,,,
3832,,,,,
3833,,,,,
3835,,,,,
3840,,,,,
3842,,,,,
3844,,,,,
3847,,,,,
3850,,,,,
3851,,,,,
3854,,,,,
3856,,,,,
3857,,,,,
3858,,,,,
3859,,,,,
3860,,,,,
3862,,,,,
3864,,,,,
3865,,,,,
3869,,,,,
3870,,,,,
3871,,,,,
3873,,,,,
3874,,,,,
3875,,,,,
3878,,,,,
3880,,,,,
3882,,,,,
3885,,,,,
3886,,,,,
3887,,,,,
3888,,,,,
3889,,,,,
3890,,,,,
3891,,,,,
3892,,,,,
3895,,,,,
3896,,,,,
3898,,,,,
3900,,,,,
3902,,,,,
3903,,,,,
3904,,,,,
3909,,,,,
3910,,,,,
3911,,,,,
3912,,,,,
3913,,,,,
3915,,,,,
3916,,,,,
3918,,,,,
3919,,,,,
3920,,,,,
3921,,,,,
3922,,,,,
3923,,,,,
3925,,,,,
3926,,,,,
3927,,,,,
3928,,,,,
3929,,,,,
3930,,,,,
3931,,,,,
3933,,,,,
3934,,,,,
3936,,,,,
3937,,,,,
3938,,,,,
3939,,,,,
3940,,,,,
3941,,,,,
3942,,,,,
3943,,,,,
3944,,,,,
3945,,,,,
3946,,,,,
3950,,,,,
3951,,,,,
3953,,,,,
3954,,,,,
3956,,,,,
3957,,,,,
3958,,,,,
3959,,,,,
3960,,,,,
3962,,,,,
3964,,,,,
3965,,,,,
3966,,,,,
3967,,,,,
3971,,,,,
3975,,,,,
3976,,,,,
3977,,,,,
3978,,,,,
3979,,,,,
3980,,,,,
3981,,,,,
3984,,,,,
3987,,,,,
3988,,,,,
3990,,,,,
3991,,,,,
3992,,,,,
3995,,,,,
3996,,,,,
VIC other,,,,,
6000,,,,,
6003,,,,,
6004,,,,,
6005,,,,,
6006,,,,,
6007,,,,,
6008,,,,,
6009,,,,,
6010,,,,,
6011,,,,,
6012,,,,,
6014,,,,,
6015,,,,,
6016,,,,,
6017,,,,,
6018,,,,,
6019,,,,,
6020,,,,,
6021,,,,,
6022,,,,,
6023,,,,,
6024,,,,,
6025,,,,,
6026,,,,,
6027,,,,,
6028,,,,,
6029,,,,,
6030,,,,,
6031,,,,,
6032,,,,,
6033,,,,,
6034,,,,,
6035,,,,,
6036,,,,,
6037,,,,,
6038,,,,,
6041,,,,,
6042,,,,,
6043,,,,,
6044,,,,,
6050,,,,,
6051,,,,,
6052,,,,,
6053,,,,,
6054,,,,,
6055,,,,,
6056,,,,,
6057,,,,,
6058,,,,,
6059,,,,,
6060,,,,,
6061,,,,,
6062,,,,,
6063,,,,,
6064,,,,,
6065,,,,,
6066,,,,,
6067,,,,,
6068,,,,,
6069,,,,,
6070,,,,,
6071,,,,,
6072,,,,,
6073,,,,,
6074,,,,,
6076,,,,,
6077,,,,,
6078,,,,,
6081,,,,,
6082,,,,,
6083,,,,,
6084,,,,,
6090,,,,,
6100,,,,,
6101,,,,,
6102,,,,,
6103,,,,,
6104,,,,,
6105,,,,,
6106,,,,,
6107,,,,,
6108,,,,,
6109,,,,,
6110,,,,,
6111,,,,,
6112,,,,,
6121,,,,,
6122,,,,,
6123,,,,,
6124,,,,,
6125,,,,,
6126,,,,,
6147,,,,,
6148,,,,,
6149,,,,,
6150,,,,,
6151,,,,,
6152,,,,,
6153,,,,,
6154,,,,,
6155,,,,,
6156,,,,,
6157,,,,,
6158,,,,,
6159,,,,,
6160,,,,,
6161,,,,,
6162,,,,,
6163,,,,,
6164,,,,,
6165,,,,,
6166,,,,,
6167,,,,,
6168,,,,,
6169,,,,,
6170,,,,,
6171,,,,,
6172,,,,,
6173,,,,,
6174,,,,,
6175,,,,,
6176,,,,,
6180,,,,,
6181,,,,,
6207,,,,,
6208,,,,,
6209,,,,,
6210,,,,,
6211,,,,,
6213,,,,,
6214,,,,,
6215,,,,,
6218,,,,,
6220,,,,,
6221,,,,,
6223,,,,,
6224,,,,,
6225,,,,,
6226,,,,,
6227,,,,,
6228,,,,,
6229,,,,,
6230,,,,,
6232,,,,,
6233,,,,,
6236,,,,,
6237,,,,,
6239,,,,,
6240,,,,,
6244,,,,,
6251,,,,,
6253,,,,,
6254,,,,,
6255,,,,,
6256,,,,,
6258,,,,,
6260,,,,,
6262,,,,,
6271,,,,,
6275,,,,,
6280,,,,,
6281,,,,,
6282,,,,,
6284,,,,,
6285,,,,,
6286,,,,,
6288,,,,,
6290,,,,,
6302,,,,,
6304,,,,,
6306,,,,,
6308,,,,,
6309,,,,,
6311,,,,,
6312,,,,,
6313,,,,,
6315,,,,,
6316,,,,,
6317,,,,,
6318,,,,,
6320,,,,,
6321,,,,,
6322,,,,,
6323,,,,,
6324,,,,,
6326,,,,,
6327,,,,,
6328,,,,,
6330,,,,,
6333,,,,,
6335,,,,,
6336,,,,,
6337,,,,,
6338,,,,,
6341,,,,,
6343,,,,,
6346,,,,,
6348,,,,,
6350,,,,,
6352,,,,,
6353,,,,,
6355,,,,,
6356,,,,,
6357,,,,,
6358,,,,,
6359,,,,,
6361,,,,,
6365,,,,,
6367,,,,,
6369,,,,,
6370,,,,,
6372,,,,,
6375,,,,,
6383,,,,,
6386,,,,,
6390,,,,,
6391,,,,,
6392,,,,,
6393,,,,,
6394,,,,,
6395,,,,,
6396,,,,,
6398,,,,,
6401,,,,,
6403,,,,,
6405,,,,,
6407,,,,,
6409,,,,,
6410,,,,,
6411,,,,,
6415,,,,,
6418,,,,,
6420,,,,,
6421,,,,,
6423,,,,,
6425,,,,,
6426,,,,,
6429,,,,,
6430,,,,,
6431,,,,,
6432,,,,,
6436,,,,,
6437,,,,,
6438,,,,,
6440,,,,,
6442,,,,,
6443,,,,,
6445,,,,,
6446,,,,,
6447,,,,,
6448,,,,,
6450,,,,,
6460,,,,,
6461,,,,,
6466,,,,,
6468,,,,,
6472,,,,,
6475,,,,,
6477,,,,,
6479,,,,,
6485,,,,,
6488,,,,,
6490,,,,,
6501,,,,,
6502,,,,,
6503,,,,,
6504,,,,,
6505,,,,,
6507,,,,,
6509,,,,,
6510,,,,,
6511,,,,,
6512,,,,,
6513,,,,,
6514,,,,,
6515,,,,,
6516,,,,,
6517,,,,,
6518,,,,,
6519,,,,,
6521,,,,,
6522,,,,,
6525,,,,,
6528,,,,,
6530,,,,,
6532,,,,,
6535,,,,,
6536,,,,,
6537,,,,,
6556,,,,,
6558,,,,,
6560,,,,,
6562,,,,,
6564,,,,,
6566,,,,,
6567,,,,,
6568,,,,,
6569,,,,,
6571,,,,,
6575,,,,,
6603,,,,,
6606,,,,,
6608,,,,,
6609,,,,,
6612,,,,,
6616,,,,,
6620,,,,,
6623,,,,,
6630,,,,,
6635,,,,,
6638,,,,,
6640,,,,,
6642,,,,,
6646,,,,,
6701,,,,,
6707,,,,,
6710,,,,,
6713,,,,,
6714,,,,,
6716,,,,,
6718,,,,,
6720,,,,,
6721,,,,,
6722,,,,,
6725,,,,,
6726,,,,,
6728,,,,,
6740,,,,,
6743,,,,,
6751,,,,,
6753,,,,,
6754,,,,,
6758,,,,,
6760,,,,,
6765,,,,,
6770,,,,,
6798,,,,,
6799,,,,,
WA other,,,,,
